City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
460,Kampong Cham,KH,11.9934,105.4635,77.05,91,100,3.09,overcast clouds
461,Eyrarbakki,IS,63.863,-21.1481,45.21,73,84,9.31,broken clouds
462,Celestun,MX,20.8667,-90.4,87.31,57,56,17.56,broken clouds
463,Luang Prabang,LA,19.8856,102.1347,74.07,100,100,1.01,light rain
464,Dunedin,NZ,-45.8742,170.5036,47.8,62,4,8.99,clear sky
465,Ormara,PK,25.2088,64.6357,82.67,82,8,12.62,clear sky
466,Najran,SA,17.4924,44.1277,79.65,32,31,4.99,scattered clouds
467,Halifax,CA,44.6453,-63.5724,60.42,48,5,5.01,clear sky
468,Boyolangu,ID,-8.1181,111.8935,75.72,93,91,1.66,light rain
469,Saldanha,ZA,-33.0117,17.9442,60.51,91,100,5.37,overcast clouds
470,Beringovskiy,RU,63.05,179.3167,33.98,90,100,12.35,overcast clouds
471,Saint-Francois,FR,46.4154,3.9054,51.24,62,0,11.5,clear sky
472,Kenai,US,60.5544,-151.2583,67.03,24,1,5.75,clear sky
473,Wladyslawowo,PL,54.7909,18.4009,57.94,83,100,10.96,overcast clouds
474,Wahpeton,US,46.2652,-96.6059,87.62,15,1,21.85,clear sky
475,Ronne,DK,55.1009,14.7066,55.31,71,75,13.8,broken clouds
476,Treinta Y Tres,UY,-33.2333,-54.3833,51.21,73,9,10.4,clear sky
477,Meadow Lake,US,34.8014,-106.5436,83.97,7,1,2.15,clear sky
478,Xining,CN,36.6167,101.7667,48.11,41,97,2.08,overcast clouds
479,Primero De Enero,CU,21.9469,-78.4283,82.26,62,90,14.65,overcast clouds
480,Eresos,GR,39.1667,25.9333,74.71,62,2,8.68,clear sky
481,Havre-Saint-Pierre,CA,50.2334,-63.5986,42.98,64,12,18.61,few clouds
482,Maymyo,MM,22.0333,96.4667,67.55,93,93,2.57,overcast clouds
483,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,82.38,46,85,3.42,overcast clouds
484,Sayyan,YE,15.1718,44.3244,64.02,44,14,1.99,few clouds
485,Ranau,MY,5.9538,116.6641,72.25,99,100,2.06,overcast clouds
486,Mayo,US,38.8876,-76.5119,63.37,77,90,7,overcast clouds
487,Linhai,CN,28.85,121.1167,65.08,90,99,2.15,overcast clouds
488,Bukachacha,RU,52.9833,116.9167,37.24,75,95,4.97,overcast clouds
489,Turan,VN,16.0678,108.2208,80.58,94,40,3.44,scattered clouds
490,Miranda,CO,3.2499,-76.2281,80.73,80,83,0.76,broken clouds
491,Ixtapa,MX,20.7,-105.2,81.63,74,20,13.8,few clouds
492,General Pico,AR,-35.6566,-63.7568,54.5,58,0,5.21,clear sky
493,Elko,US,41.0002,-115.5012,63.73,42,90,10,overcast clouds
494,Sibolga,ID,1.7427,98.7792,76.64,90,79,2.91,broken clouds
495,Palu,ID,-0.8917,119.8707,75.43,94,68,2.77,broken clouds
496,Umm Lajj,SA,25.0213,37.2685,81.64,54,0,9.17,clear sky
497,Ygatimi,PY,-24.0833,-55.5,57.99,45,95,2.04,overcast clouds
498,Namatanai,PG,-3.6667,152.4333,81.34,83,100,8.14,moderate rain
499,Zhigansk,RU,66.7697,123.3711,46.99,39,98,1.7,overcast clouds
500,Saint-Louis,SN,16.3333,-15,82.76,36,29,15.19,scattered clouds
501,North Platte,US,41.1239,-100.7654,73.33,70,75,3,broken clouds
502,El Centro,US,32.792,-115.563,98.22,10,1,10.36,clear sky
503,Kushiro,JP,42.975,144.3747,52.75,92,75,4.81,broken clouds
504,Solvychegodsk,RU,61.3305,46.9156,51.15,79,67,9.57,broken clouds
505,Wanning,CN,18.8003,110.3967,81.14,87,100,5.61,overcast clouds
506,Carauari,BR,-4.8828,-66.8958,80.1,80,92,2.46,overcast clouds
507,Hobyo,SO,5.3505,48.5268,79.97,69,85,21.09,overcast clouds
508,Conway,US,35.0887,-92.4421,85.08,52,1,5.99,clear sky
509,Minot,US,48.2325,-101.2963,74.79,37,40,17.27,scattered clouds
510,Beloha,MG,-25.1667,45.05,62.65,92,1,4.74,clear sky
511,Narsaq,GL,60.9167,-46.05,46.62,61,100,4.12,light rain
512,Phibun Mangsahan,TH,15.2447,105.2291,75.25,96,100,6.51,overcast clouds
513,Nikolayevka,RU,53.1257,47.2041,57.92,95,100,7.18,moderate rain
514,Lianzhou,CN,24.7811,112.3825,65.86,96,64,2.04,broken clouds
515,Laguna,US,38.421,-121.4238,91.2,28,1,3,clear sky
516,Batagay-Alyta,RU,67.8006,130.4114,41.43,49,30,2.13,scattered clouds
517,Kawalu,ID,-7.3817,108.2082,71.64,98,98,2.68,overcast clouds
518,Poddorye,RU,57.4695,31.1156,44.76,97,8,5.1,clear sky
519,Lompoc,US,34.6391,-120.4579,89.1,66,1,14.97,clear sky
520,Marfino,RU,55.7028,37.3822,55.09,68,0,5.28,clear sky
521,Jinchang,CN,38.4953,102.1739,56.53,20,82,5.32,broken clouds
522,Kawardha,IN,22.0167,81.25,86.22,25,100,7.38,overcast clouds
523,Manama,BH,26.2154,50.5832,89.78,62,0,3.44,clear sky
524,Bingol,TR,38.8847,40.4939,54.55,79,21,6.73,few clouds
525,Marsh Harbour,BS,26.5412,-77.0636,75.52,61,2,10.98,clear sky
526,Pokosnoye,RU,55.5258,101.0536,44.19,85,100,15.14,light rain
527,Phangnga,TH,8.4509,98.5298,87.82,93,100,3.8,overcast clouds
528,Warsaw,PL,52.2298,21.0118,61.83,61,0,1.01,clear sky
529,Aghavnadzor,AM,39.7822,45.2275,55.81,68,98,3.04,overcast clouds
530,Flinders,AU,-34.5833,150.8552,61.38,94,97,1.01,overcast clouds
531,Allahganj,IN,27.55,79.6833,83.53,28,42,8.1,light rain
532,Plouzane,FR,48.3833,-4.6167,50.09,86,40,21.63,scattered clouds
533,Betafo,MG,-19.8333,46.85,55.49,72,86,2.95,overcast clouds
534,Kristiansund,NO,63.1115,7.732,54.25,76,100,3.44,overcast clouds
535,Tabou,CI,4.423,-7.3528,80.78,83,41,9.04,scattered clouds
536,Zemio,CF,5.0314,25.1361,69.12,95,96,3.13,overcast clouds
537,Dutlwe,BW,-23.9833,23.9,54.77,48,5,7.85,clear sky
538,Gornyy,RU,55.1153,83.9059,54.79,67,100,3.31,overcast clouds
539,Esmeraldas,BR,-19.7625,-44.3139,74.26,61,96,4.16,overcast clouds
540,Ola,RU,59.5833,151.2833,41.74,69,16,4.18,few clouds
541,Larsnes,NO,62.2028,5.5773,56.86,89,100,5.86,overcast clouds
542,Mollendo,PE,-17.0231,-72.0147,67.14,75,97,7.09,overcast clouds
543,Shahrud,IR,36.4182,54.9763,66.42,39,94,4.29,overcast clouds
544,Puerto Del Rosario,ES,28.5004,-13.8627,65.95,68,20,20.71,few clouds
545,Port-Gentil,GA,-0.7193,8.7815,80.4,85,99,12.5,light rain
546,Camargo,MX,27.6667,-105.1667,91.18,10,59,5.73,broken clouds
547,Port Hardy,CA,50.6996,-127.4199,55.58,76,90,8.05,overcast clouds
548,Dakar,SN,14.6937,-17.4441,70.68,88,31,15.48,scattered clouds
549,Dire,ML,12.2833,-10.9667,91.89,19,57,1.59,broken clouds
550,Sandusky,US,41.3501,-83.1332,84.87,72,65,6.51,broken clouds
551,Labuan,MY,5.2767,115.2417,77.16,77,100,7.02,overcast clouds
552,Cascais,PT,38.6979,-9.4215,59.5,69,20,13,few clouds
553,Taltal,CL,-25.4,-70.4833,64.29,75,100,5.5,overcast clouds
554,Valera,VE,9.3178,-70.6036,81.14,81,91,0.76,overcast clouds
555,Nadym,RU,65.5333,72.5167,37.4,54,100,6.69,overcast clouds
556,Vad,RU,55.5301,44.2114,57.18,73,100,2.24,overcast clouds
557,Port-Cartier,CA,50.0334,-66.8654,49.93,42,42,13.91,scattered clouds
558,Ometepec,MX,16.6833,-98.4167,90.9,39,16,11.88,few clouds
559,Port Hedland,AU,-20.3167,118.5667,75.25,35,40,17.27,light rain
560,Umm Kaddadah,SD,13.6017,26.6876,87.94,11,20,4.7,few clouds
561,Ploemeur,FR,47.7333,-3.4333,51.94,87,0,8.05,clear sky
562,Aquiraz,BR,-3.9014,-38.3911,82.49,82,100,10.22,overcast clouds
563,Longyan,CN,25.1072,117.0225,74.03,98,95,1.19,overcast clouds
564,Amazar,RU,53.858,120.875,37.62,99,100,4.14,light rain
565,Kraskino,RU,42.7114,130.7794,51.94,50,5,3.36,clear sky
566,Banyuwangi,ID,-8.2325,114.3576,74.39,92,65,1.03,broken clouds
567,Asfi,MA,32.2994,-9.2372,62.87,79,60,27.02,broken clouds
568,Passo Fundo,BR,-28.2628,-52.4067,45.99,79,14,4.59,few clouds
569,Cap-Haitien,HT,19.7578,-72.2042,80.1,77,30,16.46,scattered clouds
570,Kysyl-Syr,RU,63.8986,122.7617,42.22,95,100,9.33,light rain
571,Pandan,PH,14.0453,124.1694,80.82,81,60,3.33,broken clouds
572,Kinsale,IE,51.7075,-8.5306,50.23,73,75,20.42,broken clouds
573,Sukumo,JP,32.9333,132.7333,64.51,90,84,3.85,broken clouds
574,Juneau,US,58.3019,-134.4197,55.4,87,75,3.67,broken clouds
575,Inhambane,MZ,-23.865,35.3833,66.81,64,23,4.56,few clouds
576,Sonoita,MX,31.85,-112.8333,90.54,6,0,11.59,clear sky
577,Thinadhoo,MV,0.5333,72.9333,83.55,73,100,17.49,overcast clouds
578,Iranshahr,IR,27.2025,60.6848,89.37,30,13,2.77,few clouds
579,Tocopilla,CL,-22.092,-70.1979,66.49,70,89,4.38,overcast clouds
580,Sao Joao Del Rei,BR,-21.1356,-44.2617,59.41,59,100,3.71,overcast clouds
581,Freeport,US,40.6576,-73.5832,64.42,53,1,4,clear sky
582,Vyartsilya,RU,62.1764,30.693,36.07,92,100,7.43,overcast clouds
583,Olafsvik,IS,64.8945,-23.7142,44.96,75,85,7.85,overcast clouds
584,Shreveport,US,32.5251,-93.7502,82.42,65,40,12.66,scattered clouds
585,Kui Buri,TH,12.0828,99.8543,85.98,75,100,8.7,overcast clouds
586,Nanakuli,US,21.3906,-158.1547,85.03,69,1,4.79,clear sky
587,Coaticook,CA,45.1334,-71.7991,68.92,44,0,5.61,clear sky
588,Fort-Shevchenko,KZ,44.5086,50.263,74.21,44,0,8.05,clear sky
589,Zyryanovsk,KZ,49.7386,84.2719,52.12,83,33,2.13,scattered clouds
590,Miles City,US,46.4083,-105.8406,74.37,21,1,24.16,clear sky
591,Bone,DE,51.9669,12.1396,59.67,92,95,7.72,overcast clouds
592,Ak-Dovurak,RU,51.1833,90.6,49.46,70,4,4.29,clear sky
593,Carepa,CO,7.7585,-76.6525,78.67,94,99,3.38,overcast clouds
594,Mandalgovi,MN,45.7625,106.2708,47.89,66,93,19.22,overcast clouds
595,Praia Da Vitoria,PT,38.7333,-27.0667,63.75,73,100,14.5,overcast clouds
596,Praia,CV,14.9215,-23.5087,72.14,78,40,12.66,scattered clouds
597,Talcahuano,CL,-36.7167,-73.1167,55.08,88,75,6.91,broken clouds
598,Aasiaat,GL,68.7098,-52.8699,41.38,45,100,19.33,overcast clouds
599,Cabildo,AR,-38.4842,-61.8954,61.25,49,23,20.4,few clouds
600,Mazagao,BR,-0.115,-51.2894,86.05,95,57,4.05,broken clouds
601,Nemuro,JP,43.3236,145.575,46.4,90,11,5.3,few clouds
602,Kshenskiy,RU,51.8408,37.7136,55.29,78,99,7.94,light rain
603,Ponta Delgada,PT,37.7333,-25.6667,63.32,72,20,6.91,few clouds
604,Pleasanton,US,37.6624,-121.8747,87.15,30,1,1.99,clear sky
605,Komsomolskiy,UZ,40.4272,71.7189,69.22,52,96,6.91,overcast clouds
606,Nyurba,RU,63.2842,118.3319,47.17,72,100,4.76,overcast clouds
607,Morogoro,TZ,-6.8167,37.6667,62.98,79,0,1.95,clear sky
608,Onverwacht,SR,5.5833,-55.1833,78.85,94,75,3.13,broken clouds
609,Anloga,GH,5.7947,0.8973,82.33,82,46,11.12,scattered clouds
610,Tomari,RU,47.7658,142.0683,42.17,91,100,14.72,light rain
611,Nkhotakota,MW,-12.9274,34.2961,68.31,69,1,10.71,clear sky
612,Vaike-Maarja,EE,59.1264,26.25,43.84,98,23,5.41,few clouds
613,Oistins,BB,13.0667,-59.5333,80.69,61,40,17.27,scattered clouds
614,Kristiinankaupunki,FI,62.2743,21.376,39.58,85,25,2.68,scattered clouds
615,Caohai,CN,26.8661,104.2841,52.54,97,100,3.47,overcast clouds
616,Ambon,ID,-3.6954,128.1814,75.34,82,40,8.7,scattered clouds
617,Bhum,IN,18.4667,75.6667,82.94,52,87,15.57,overcast clouds
618,Kochubey,RU,44.3861,46.5825,71.35,79,62,10.6,broken clouds
619,Fallon,US,39.4735,-118.7774,77.41,20,75,6.91,broken clouds
620,Bilibino,RU,68.0546,166.4372,37,80,100,2.35,overcast clouds
621,Los Llanos De Aridane,ES,28.6585,-17.9182,64.15,70,90,18.54,overcast clouds
622,Chingirlau,KZ,51.095,54.0814,72.01,33,0,8.61,clear sky
623,Yantzaza,EC,-3.8278,-78.7594,75.92,93,10,1.52,light rain
624,Morros,BR,-9.4467,-46.3003,79.02,41,30,2.51,scattered clouds
625,Saint-Paul,RE,-21.0096,55.2707,73.51,82,46,0.76,scattered clouds
626,Sorong,ID,-0.8833,131.25,80.15,85,97,11.56,overcast clouds
627,Kamyshlov,RU,56.8428,62.7111,65.71,69,68,7.23,broken clouds
628,Kahului,US,20.8947,-156.47,87.82,62,40,12.66,scattered clouds
629,Mill Valley,US,37.906,-122.545,87.12,74,49,13,scattered clouds
630,Eureka,US,40.8021,-124.1637,77.74,64,92,5.01,overcast clouds
631,Taywarah,AF,33.35,64.4167,52.11,40,30,4.63,scattered clouds
632,Phaltan,IN,17.9833,74.4333,79.21,72,66,10.74,broken clouds
633,Porto Novo,BJ,6.4965,2.6036,80.83,81,41,6.33,scattered clouds
634,Russell,US,32.3502,-85.1999,91,32,40,3.85,scattered clouds
635,Shiloh,US,38.5614,-89.8973,87.53,46,91,3,overcast clouds
636,Grand Gaube,MU,-20.0064,57.6608,69.39,77,22,4,few clouds
637,Vicuna,CL,-30.0319,-70.7081,72.77,20,0,2.19,clear sky
638,Udachnyy,RU,66.4167,112.4,45.64,47,81,5.44,broken clouds
639,Alofi,NU,-19.0595,-169.9187,82.29,83,75,6.91,broken clouds
640,Richards Bay,ZA,-28.783,32.0377,64.69,76,0,12.57,clear sky
641,Shkoder,AL,42.0683,19.5126,73.58,82,55,2.91,broken clouds
642,Hovd,MN,48.0056,91.6419,53.17,69,47,3.74,scattered clouds
643,Berdigestyakh,RU,62.0989,126.6992,40.68,93,100,8.72,overcast clouds
644,Donduseni,MD,48.2427,27.6101,53.74,82,98,7.02,overcast clouds
645,Kudeyevskiy,RU,54.8758,56.7567,56.43,58,47,4.45,scattered clouds
646,Kodinsk,RU,58.6881,99.1844,43.54,95,100,10.74,moderate rain
647,Yizheng,CN,24.6706,103.4296,59.49,86,100,2.89,overcast clouds
648,San Andres,CO,12.5847,-81.7006,86.02,74,75,16.11,broken clouds
649,Maragogi,BR,-9.0122,-35.2225,76.42,75,71,7.54,broken clouds
650,Manaus,BR,-3.1019,-60.025,86.5,74,40,4.61,scattered clouds
651,Zimbor,RO,47,23.2667,59.11,85,100,5.44,overcast clouds
652,Hazorasp,UZ,41.3194,61.0742,73.24,20,3,5.46,clear sky
653,West Bay,KY,19.3667,-81.4167,85.05,80,20,1.99,few clouds
654,Freetown,SL,8.484,-13.2299,81.18,80,48,6.89,scattered clouds
655,Meulaboh,ID,4.1363,96.1285,76.87,90,77,3.62,broken clouds
656,Hudson Bay,CA,52.85,-102.3842,60.4,60,59,13.44,broken clouds
657,Halden,NO,59.1226,11.3871,51.85,80,98,8.34,overcast clouds
658,Xiamen,CN,24.4798,118.0819,72.59,87,100,8.68,overcast clouds
659,Buluan,PH,6.7203,124.8019,75.7,95,92,0.89,light rain
660,Huarmey,PE,-10.0681,-78.1522,67.86,82,49,8.3,scattered clouds
661,Comodoro Rivadavia,AR,-45.8667,-67.5,50.86,46,53,36.31,broken clouds
662,Kruisfontein,ZA,-34.0033,24.7314,62.89,60,98,4.59,overcast clouds
663,Mantes-La-Ville,FR,48.9737,1.7025,50.49,85,75,18.88,broken clouds
664,Haines Junction,CA,60.7522,-137.5108,48.15,71,100,12.66,light rain
665,Syracuse,IT,37.0881,15.2792,69.89,70,3,3.27,clear sky
666,Staryy Nadym,RU,65.6118,72.6842,36.93,54,100,6.49,overcast clouds
667,Merauke,ID,-8.4667,140.3333,76.73,87,17,13.38,few clouds
668,Arlit,NE,18.7369,7.3853,92.53,7,0,8.68,clear sky
669,Ullal,IN,12.8,74.85,79.75,83,40,3.6,scattered clouds
670,Yarim,YE,14.298,44.3779,60.48,52,7,2.66,clear sky
671,Bowen,AU,-20.0167,148.2333,71.17,74,70,10.38,broken clouds
672,Tukrah,LY,32.5341,20.5791,73,37,6,8.5,clear sky
673,Kedrovyy,RU,56.1667,91.8167,48.61,98,29,6.53,scattered clouds
674,Pitkyaranta,RU,61.5734,31.4792,38.32,85,97,10.71,overcast clouds
675,Hammerfest,NO,70.6634,23.6821,36.05,75,75,8.05,broken clouds
676,Alice Springs,AU,-23.7,133.8833,60.35,69,40,5.5,scattered clouds
677,Agde,FR,43.3108,3.4758,60.46,61,0,8.01,clear sky
678,Anda,CN,46.4,125.3167,50.47,38,21,9.17,few clouds
679,Svetlyy,RU,54.675,20.1347,51.85,77,100,11.5,overcast clouds
680,Manavalakurichi,IN,8.1333,77.3,84.29,85,100,10.8,overcast clouds
681,Walvis Bay,NA,-22.9575,14.5053,71.1,39,24,7.94,few clouds
682,Balkhash,KZ,46.844,74.9804,70.92,39,0,12.77,clear sky
683,Alexandria,EG,31.2156,29.9553,70.54,76,0,7.7,clear sky
684,Ongandjera,NA,-17.8833,15.0667,65.3,37,0,7.45,clear sky
685,Asyut,EG,27.181,31.1837,80.22,25,0,7.58,clear sky
686,Yeppoon,AU,-23.1333,150.7333,62.38,81,59,13.22,broken clouds
687,Guangyuan,CN,32.442,105.823,64.18,84,100,0.85,light rain
688,Albion,US,42.2431,-84.753,84.16,68,75,6.4,broken clouds
689,Lakatoro,VU,-16.0999,167.4164,76.44,69,98,11.77,overcast clouds
