City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
287,Maceio,BR,5/22/2021 23:00,-9.6658,-35.7353,74.64,76,0,8.32
288,Half Moon Bay,US,5/22/2021 23:03,37.4636,-122.4286,78.69,78,1,1.01
289,Berlevag,NO,5/22/2021 23:03,70.8578,29.0864,34.03,60,100,19.13
290,Fukue,JP,5/22/2021 23:03,32.6881,128.8419,67.12,68,14,2.86
291,Changji,CN,5/22/2021 23:03,44.0167,87.3167,57.99,41,0,5.1
292,Cockburn Town,TC,5/22/2021 23:03,21.4612,-71.1419,77.72,76,60,20.74
293,Adana,TR,5/22/2021 23:03,36.985,35.2881,65.8,77,0,8.05
294,Springbok,ZA,5/22/2021 23:03,-29.6643,17.8865,55.36,33,36,9.46
295,Grand Gaube,MU,5/22/2021 22:58,-20.0064,57.6608,73.8,75,37,4
296,Yuci,CN,5/22/2021 23:03,37.6803,112.7319,55.15,41,0,8.61
297,Temozon,MX,5/22/2021 23:03,20.8,-88.2167,80.22,75,100,7.16
298,Ponta Do Sol,PT,5/22/2021 23:03,32.6667,-17.1,65.03,74,100,12.06
299,Lannion,FR,5/22/2021 23:03,48.75,-3.4167,46.38,93,75,8.05
300,Resplendor,BR,5/22/2021 23:03,-19.3256,-41.2553,75.09,63,51,0.89
301,Presidencia Roque Saenz Pena,AR,5/22/2021 23:03,-26.7852,-60.4388,56.91,58,0,3.47
302,Ketchikan,US,5/22/2021 23:02,55.3422,-131.6461,54.72,73,92,8.57
303,Tobol,KZ,5/22/2021 23:03,52.6844,62.5794,69.12,41,49,8.5
304,Harper,LR,5/22/2021 23:03,4.375,-7.7169,79.88,81,89,8.28
305,Jalalpur Pirwala,PK,5/22/2021 23:03,29.5069,71.2192,80.71,45,97,5.08
306,Borehamwood,GB,5/22/2021 23:03,51.6547,-0.2776,48.97,91,79,7.76
307,Turinsk,RU,5/22/2021 23:03,58.0458,63.696,66.72,68,100,12.53
308,Oktyabrskiy,RU,5/22/2021 23:03,54.4815,53.471,61.43,96,87,6.8
309,Verkhnyaya Inta,RU,5/22/2021 23:03,65.9811,60.3094,56.01,62,95,15.21
310,Paoua,CF,5/22/2021 23:03,7.2427,16.4406,68.31,93,82,5.48
311,Dingle,PH,5/22/2021 23:00,10.9995,122.6711,80.2,80,49,2.73
312,Pontianak,ID,5/22/2021 23:03,-0.0333,109.3333,75.18,97,40,5.12
313,Hami,CN,5/22/2021 23:03,42.8,93.45,55.47,21,1,9.91
314,Kuminskiy,RU,5/22/2021 23:03,58.6667,66.5667,68.13,55,97,11.74
315,Markova,UA,5/22/2021 23:03,48.6758,24.4138,49.62,76,79,4.43
316,Nome,US,5/22/2021 23:03,64.5011,-165.4064,34.16,86,90,12.66
317,Omboue,GA,5/22/2021 23:03,-1.5746,9.2618,76.51,90,77,4
318,Sohag,EG,5/22/2021 23:03,26.557,31.6948,73.74,36,0,19.42
319,Zwedru,LR,5/22/2021 23:03,6.0667,-8.1281,73.62,97,92,2.59
320,Mount Isa,AU,5/22/2021 23:03,-20.7333,139.5,69.57,46,0,6.91
321,Grants Pass,US,5/22/2021 23:03,42.439,-123.3284,72.91,32,1,5.01
322,Sinop,TR,5/22/2021 23:03,41.7711,34.8709,51.31,85,99,7.76
323,Tshikapa,CD,5/22/2021 23:03,-6.4167,20.8,72.16,62,99,2.01
324,Port Hardy,CA,5/22/2021 23:03,50.6996,-127.4199,55.26,82,57,14.43
325,Evensk,RU,5/22/2021 23:03,61.95,159.2333,40.59,75,23,2.24
326,Magadan,RU,5/22/2021 23:03,59.5667,150.8,36.07,82,100,3.47
327,Lexington,US,5/22/2021 23:03,37.9887,-84.4777,84.09,41,1,2.33
328,Ossora,RU,5/22/2021 23:03,59.2353,163.0719,39.7,70,19,7.4
329,Roma,US,5/22/2021 22:59,43.2128,-75.4557,75.69,80,97,10.71
330,Hillsborough,US,5/22/2021 22:59,37.5741,-122.3794,79.72,67,20,8.01
331,Raudeberg,NO,5/22/2021 23:03,61.9875,5.1352,52.86,72,85,10.94
332,Coos Bay,US,5/22/2021 22:59,43.3665,-124.2179,72.86,70,41,11.01
333,Beyneu,KZ,5/22/2021 23:03,45.3167,55.2,77.38,19,0,17.29
334,Newcastle,AU,5/22/2021 23:01,-32.9272,151.7765,61.79,91,49,7.25
335,Bud,US,5/22/2021 23:03,39.447,-86.1758,84.29,65,92,6.35
336,Sanming,CN,5/22/2021 23:03,26.2486,117.6186,78.98,90,91,1.52
337,Blagoveshchenka,RU,5/22/2021 23:03,52.8333,79.8667,58.93,70,30,7.52
338,Las Vegas,US,5/22/2021 23:01,36.175,-115.1372,73.94,21,20,16.11
339,Saint-Francois,FR,5/22/2021 23:03,46.4154,3.9054,48.47,87,90,4.61
340,Jining,CN,5/22/2021 23:03,35.405,116.5814,68.09,88,100,2.57
341,Guanare,VE,5/22/2021 23:00,9.0418,-69.7421,95.02,46,54,4.61
342,Shelton,US,5/22/2021 23:03,41.3165,-73.0932,86.07,63,1,5.86
343,Brigantine,US,5/22/2021 23:03,39.4101,-74.3646,86.2,60,1,9.19
344,Natal,BR,5/22/2021 23:01,-5.795,-35.2094,76.62,76,2,10.27
345,Issa,RU,5/22/2021 23:03,53.8705,44.8578,54.28,76,100,6.42
346,Mehamn,NO,5/22/2021 23:03,71.0357,27.8492,33.58,59,98,15.79
347,Mangalia,RO,5/22/2021 23:03,43.8,28.5833,60.87,73,60,9.55
348,Kenai,US,5/22/2021 23:03,60.5544,-151.2583,58.03,62,1,17.27
349,Esperance,AU,5/22/2021 23:03,-33.8667,121.9,57.04,87,90,10.07
350,Lagoa,PT,5/22/2021 23:03,39.05,-27.9833,58.77,63,29,8.7
351,Fare,PF,5/22/2021 23:03,-16.7,-151.0167,81.25,71,6,12.64
352,Muscat,OM,5/22/2021 23:03,23.6139,58.5922,86.02,52,1,2.06
353,Apatou,GF,5/22/2021 23:03,5.155,-54.3472,75.15,99,45,3.38
354,Kojnare,BG,5/22/2021 23:03,43.35,24.1333,62.85,73,100,5.97
355,Sao Gabriel Da Cachoeira,BR,5/22/2021 23:00,-0.1303,-67.0892,75.92,97,70,1.5
356,Coquimbo,CL,5/22/2021 22:59,-29.9533,-71.3436,64.13,69,0,7.07
357,Kamenka,RU,5/22/2021 23:03,51.3223,42.7678,58.55,91,100,12.03
358,Chake Chake,TZ,5/22/2021 23:03,-5.2459,39.7666,76.8,75,32,11.88
359,Rognan,NO,5/22/2021 23:03,67.0953,15.3878,44.74,78,100,9.62
360,Szaszvar,HU,5/22/2021 23:03,46.2767,18.3757,54.28,91,100,1.52
361,Praia Da Vitoria,PT,5/22/2021 23:03,38.7333,-27.0667,59.76,65,13,8.75
362,Kibala,TD,5/22/2021 23:03,9.1104,18.3463,78.08,74,95,4.83
363,Sao Paulo De Olivenca,BR,5/22/2021 23:03,-3.3783,-68.8725,75.7,96,61,1.07
364,Nemuro,JP,5/22/2021 23:03,43.3236,145.575,41.94,98,100,16.96
365,Hailar,CN,5/22/2021 22:59,49.2,119.7,49.66,42,92,19.71
366,Palencia,ES,5/22/2021 23:03,42.4167,-4.5,43.92,93,81,8.68
367,Sistranda,NO,5/22/2021 23:03,63.7256,8.834,54.9,82,96,13.73
368,Brandon,US,5/22/2021 23:03,27.9378,-82.2859,87.03,50,40,1.99
369,Brownsville,US,5/22/2021 22:59,25.9018,-97.4975,87.91,75,27,10
370,Bengkulu,ID,5/22/2021 23:03,-3.8004,102.2655,75.65,80,92,3.24
371,Salta,AR,5/22/2021 23:00,-24.7859,-65.4117,51.58,64,14,1.01
372,Paithan,IN,5/22/2021 23:03,19.4833,75.3833,82.62,56,87,13.13
373,Carutapera,BR,5/22/2021 23:01,-1.195,-46.02,78.62,87,48,7.74
374,Gorom-Gorom,BF,5/22/2021 23:03,14.4439,-0.2361,91.06,35,65,10.04
375,Thinadhoo,MV,5/22/2021 23:02,0.5333,72.9333,83.37,73,34,13.06
376,Port Macquarie,AU,5/22/2021 23:03,-31.4333,152.9167,60.89,76,6,6.8
377,Stulovo,RU,5/22/2021 23:03,58.7225,50.1439,46.69,75,2,4.54
378,Vasterhaninge,SE,5/22/2021 23:03,59.1167,18.1,49.62,92,14,6.8
379,Seoul,KR,5/22/2021 23:02,37.5683,126.9778,60.24,60,62,1.03
380,Champerico,GT,5/22/2021 23:03,14.3,-91.9167,91.76,68,24,8.55
381,Rossland,CA,5/22/2021 23:03,49.0831,-117.8022,70.61,33,58,5.01
382,Port Hedland,AU,5/22/2021 23:03,-20.3167,118.5667,60.85,67,2,0
383,Tuatapere,NZ,5/22/2021 23:03,-46.1333,167.6833,49.82,73,6,4.5
384,Souillac,MU,5/22/2021 22:59,-20.5167,57.5167,73.78,66,40,15.93
385,Sept-Iles,CA,5/22/2021 23:03,50.2001,-66.3821,63.25,89,49,1.99
386,Teodoro Sampaio,BR,5/22/2021 23:03,-22.5325,-52.1675,67.57,96,65,3.98
387,Boyolangu,ID,5/22/2021 23:03,-8.1181,111.8935,74.16,94,86,1.52
388,Kapit,MY,5/22/2021 23:03,2.0167,112.9333,74.14,99,100,1.12
389,Bubaque,GW,5/22/2021 23:03,11.2833,-15.8333,77.59,78,70,15.28
390,Puerto Del Rosario,ES,5/22/2021 23:01,28.5004,-13.8627,67.75,73,24,23.02
391,Tahta,EG,5/22/2021 23:03,26.7693,31.5021,73.29,39,0,19.33
392,Tommot,RU,5/22/2021 23:03,58.9564,126.2925,45.14,48,100,5.93
393,Terney,RU,5/22/2021 23:02,45.0503,136.6092,61.39,59,20,3.53
394,Sao Joao Da Barra,BR,5/22/2021 23:03,-21.6403,-41.0511,75.63,82,100,9.33
395,Waingapu,ID,5/22/2021 23:03,-9.6567,120.2641,76.03,83,18,5.46
396,Knyaze-Volkonskoye,RU,5/22/2021 23:03,48.4642,135.4567,71.94,52,9,10.36
397,Port Pirie,AU,5/22/2021 23:03,-33.1833,138.0167,50.09,41,100,5.5
398,Sibiti,CG,5/22/2021 23:03,-3.6819,13.3499,69.4,98,100,2.8
399,Pimentel,PE,5/22/2021 23:03,-6.8367,-79.9342,68.29,84,0,3
400,Turayf,SA,5/22/2021 23:01,31.6725,38.6637,60.98,50,0,15.84
401,The Valley,AI,5/22/2021 23:03,18.217,-63.0578,82.26,77,76,15.7
402,Chodavaram,IN,5/22/2021 23:03,17.8333,82.95,78.64,63,100,6.73
403,Cururupu,BR,5/22/2021 23:03,-1.8283,-44.8683,76.35,95,48,3.24
404,Luwuk,ID,5/22/2021 23:03,-0.9516,122.7875,78.35,86,98,4.03
405,Barcelos,PT,5/22/2021 23:00,41.5388,-8.6151,53.85,81,0,4.65
406,Deputatskiy,RU,5/22/2021 23:03,69.3,139.9,25.07,91,99,5.39
407,Maun,BW,5/22/2021 23:03,-19.9833,23.4167,58.46,62,0,9.33
408,Antsohihy,MG,5/22/2021 23:02,-14.8796,47.9875,68.43,75,24,6.44
409,Necochea,AR,5/22/2021 23:03,-38.5473,-58.7368,56.03,85,100,25.95
410,Srednekolymsk,RU,5/22/2021 23:03,67.45,153.6833,41.13,58,82,13.18
411,Mount Pleasant,US,5/22/2021 23:03,32.7941,-79.8626,81.18,69,1,4
412,Waipawa,NZ,5/22/2021 22:59,-41.4122,175.5153,54.23,64,100,10.22
413,Jinchang,CN,5/22/2021 23:03,38.4953,102.1739,49.62,43,18,4.9
414,Surgut,RU,5/22/2021 23:03,61.25,73.4167,64.58,57,0,11.45
415,Haines Junction,CA,5/22/2021 23:03,60.7522,-137.5108,49.62,47,100,6.58
416,Ayan,RU,5/22/2021 23:03,56.45,138.1667,35.37,96,100,6.8
417,Teguldet,RU,5/22/2021 23:03,57.3064,88.1667,44.91,94,94,4.52
418,Smithers,CA,5/22/2021 23:00,54.7804,-127.1743,62.4,49,67,7.07
419,Sola,VU,5/22/2021 23:03,-13.8833,167.55,80.13,66,93,11.65
420,Pyay,MM,5/22/2021 23:03,18.8167,95.2167,80.98,75,47,9.1
421,Loiza,PR,5/22/2021 23:03,18.4313,-65.8802,82.87,79,40,14.09
422,Ambon,ID,5/22/2021 23:00,-3.6954,128.1814,78.94,82,40,7.54
423,Kruisfontein,ZA,5/22/2021 23:03,-34.0033,24.7314,46.89,64,13,5.93
424,Guerrero,MX,5/22/2021 23:03,17.6667,-100,82.31,40,44,3.62
425,Naze,JP,5/22/2021 23:03,28.3667,129.4833,67.12,89,100,13.2
426,Vestmannaeyjar,IS,5/22/2021 23:01,63.4427,-20.2734,41.94,78,98,11.74
427,Orzinuovi,IT,5/22/2021 23:03,45.404,9.9216,61.99,87,100,2.82
428,Maragheh,IR,5/22/2021 23:03,37.3917,46.2398,69.03,37,77,9.1
429,Luchegorsk,RU,5/22/2021 23:03,46.4764,134.2569,67.84,56,23,5.93
430,Kirovskiy,RU,5/22/2021 23:03,45.0917,133.5136,67.37,58,0,6.33
431,Ndele,CF,5/22/2021 23:03,8.4109,20.6473,71.87,91,100,6.2
432,Neuquen,AR,5/22/2021 23:03,-38.9516,-68.0591,55.29,54,20,6.91
433,Ust-Barguzin,RU,5/22/2021 23:03,53.45,108.9833,36.01,75,100,2.91
434,Makakilo City,US,5/22/2021 23:01,21.3469,-158.0858,81.61,60,5,10.6
435,Abu Dhabi,AE,5/22/2021 23:03,24.4667,54.3667,87.82,73,0,6.6
436,Humen,CN,5/22/2021 23:04,22.819,113.6731,86,80,94,5.82
437,Cianorte,BR,5/22/2021 23:01,-23.6633,-52.605,65.03,97,28,6.76
438,Murgab,TM,5/22/2021 23:04,37.4966,61.9714,67.87,14,0,3
439,Wilmslow,GB,5/22/2021 23:04,53.328,-2.2315,46.24,87,14,2.3
440,Otane,NZ,5/22/2021 23:04,-39.8833,176.6333,57,69,100,9.57
441,Matola,MZ,5/22/2021 23:04,-25.9622,32.4589,63.52,92,20,6.44
442,Belmonte,BR,5/22/2021 23:04,-15.8631,-38.8828,75.7,80,24,8.37
443,Coahuayana,MX,5/22/2021 23:04,18.7333,-103.6833,94.48,41,0,6.98
444,San Luis,AR,5/22/2021 23:04,-33.295,-66.3356,45.41,56,3,8.23
445,San Cristobal,VE,5/22/2021 22:59,7.7669,-72.225,78.98,79,94,3.18
446,Manzanillo,CU,5/22/2021 23:04,20.3433,-77.1167,79.68,69,81,15.66
447,Hauterive,FR,5/22/2021 23:04,46.0901,3.4459,48.96,95,93,5.19
448,Araguaina,BR,5/22/2021 23:02,-7.1911,-48.2072,79.92,69,96,3.06
449,Simpang,ID,5/22/2021 23:04,-1.2667,104.0833,72.82,97,93,2.42
450,La Ronge,CA,5/22/2021 23:04,55.1001,-105.2842,50.7,36,8,6.71
451,Nanortalik,GL,5/22/2021 23:04,60.1432,-45.2371,34.66,73,75,7.99
452,Cervo,ES,5/22/2021 23:04,43.6702,-7.4101,52.97,85,3,8.99
453,Jiblah,YE,5/22/2021 23:04,13.9216,44.1467,67.32,62,30,2.42
454,Nizhniy Ingash,RU,5/22/2021 23:04,56.2,96.53,40.73,86,96,4.85
455,Saryozek,KZ,5/22/2021 23:04,44.3583,77.9753,53.08,44,0,4.52
456,Ishinomaki,JP,5/22/2021 23:01,38.4167,141.3,57.92,90,98,3.49
457,Nizwa,OM,5/22/2021 23:04,22.9333,57.5333,86.83,24,19,3.15
458,Severodvinsk,RU,5/22/2021 23:04,64.5635,39.8302,46.51,82,100,12.68
459,Iquique,CL,5/22/2021 23:04,-20.2208,-70.1431,62.64,81,88,3.29
460,Lavrentiya,RU,5/22/2021 23:04,65.5833,-171,32.68,84,30,1.92
461,Hatillo,PR,5/22/2021 23:04,18.4863,-66.8254,83.86,81,96,20.78
462,Chapeco,BR,5/22/2021 23:03,-27.0964,-52.6183,56.23,81,80,4.65
463,Deer Lake,CA,5/22/2021 23:04,49.1667,-57.4316,51.87,94,100,13.13
464,Sibolga,ID,5/22/2021 23:04,1.7427,98.7792,76.32,87,83,3.91
465,Wardenburg,DE,5/22/2021 23:04,53.0667,8.2,49.93,81,33,1.99
466,Farcasa,RO,5/22/2021 23:04,47.5833,23.3333,56.43,95,75,3.89
467,Sungairaya,ID,5/22/2021 23:04,0.7,108.9,78.35,88,100,4.97
468,Westport,US,5/22/2021 23:04,41.1415,-73.3579,86.18,53,1,7.29
469,Buraydah,SA,5/22/2021 23:04,26.326,43.975,88,16,84,8.1
470,Clarence Town,AU,5/22/2021 23:04,-32.5833,151.7833,58.55,82,26,2.91
471,Fairbanks,US,5/22/2021 23:04,64.8378,-147.7164,51.76,59,75,14.97
472,Skjervoy,NO,5/22/2021 23:04,70.0311,20.9714,36.75,51,5,14.25
473,Auki,SB,5/22/2021 23:04,-8.7676,160.7034,83.39,75,85,4.27
474,Nandigama,IN,5/22/2021 23:04,16.7833,80.3,82.17,62,100,5.61
475,Sao Joao Del Rei,BR,5/22/2021 23:04,-21.1356,-44.2617,66.16,64,100,0.92
476,Broome,US,5/22/2021 23:04,42.2506,-75.833,72.43,89,100,5.88
477,Khorinsk,RU,5/22/2021 23:04,52.1657,109.7726,39.76,62,100,6.29
478,Oussouye,SN,5/22/2021 23:04,12.485,-16.5469,74.25,75,61,10.6
479,Envira,BR,5/22/2021 23:04,-7.3,-70.2167,78.76,82,90,1.95
480,Belyy Yar,RU,5/22/2021 23:04,53.6039,91.3903,42.69,84,0,5.82
481,Bambous Virieux,MU,5/22/2021 23:04,-20.3428,57.7575,69.22,71,90,18.01
482,Tala,EG,5/22/2021 23:04,30.6803,30.9429,61.84,77,0,6.62
483,Mindelo,CV,5/22/2021 23:04,16.8901,-24.9804,72.95,83,20,12.08
484,Igrim,RU,5/22/2021 23:04,63.1906,64.4162,56.3,86,99,6.91
485,Aviles,ES,5/22/2021 23:04,43.5547,-5.9248,54.79,87,40,6.91
486,Goderich,CA,5/22/2021 23:00,43.7501,-81.7165,76.03,84,39,3.58
487,Mapulot,PH,5/22/2021 23:04,14.0339,122.5408,79.16,83,65,1.63
488,Pierre,US,5/22/2021 23:04,44.3683,-100.351,63.99,67,90,11.5
489,Dalnerechensk,RU,5/22/2021 23:04,45.9339,133.7225,67.1,62,6,6.73
490,Sharjah,AE,5/22/2021 23:04,25.3573,55.4033,89.58,52,0,2.77
491,Bousse,BF,5/22/2021 23:04,12.6606,-1.8922,93.43,32,100,7.47
492,Kulhudhuffushi,MV,5/22/2021 23:04,6.6221,73.07,82.85,79,100,19.15
493,Cubarral,CO,5/22/2021 23:04,3.7935,-73.8406,74.34,94,81,3
494,Krasnoselkup,RU,5/22/2021 23:02,65.7,82.4667,51.89,79,43,14.67
495,Nouadhibou,MR,5/22/2021 23:04,20.931,-17.0347,66.07,92,3,16.24
496,Caxito,AO,5/22/2021 23:04,-8.5785,13.6643,79.45,98,14,0.16
497,Matagami,CA,5/22/2021 23:02,49.7502,-77.6328,44.71,94,90,7.25
498,Bosaso,SO,5/22/2021 23:02,11.2842,49.1816,86.83,63,65,2.3
499,Nouakchott,MR,5/22/2021 23:02,18.0858,-15.9785,66.13,90,0,10.38
500,Grand-Santi,GF,5/22/2021 23:01,4.25,-54.3833,74.73,99,54,2.77
501,Moncao,PT,5/22/2021 23:04,42.0789,-8.4808,56.75,88,4,2.46
502,Mapiri,BO,5/22/2021 23:04,-15.25,-68.1667,72.03,90,69,1.7
503,Rio Grande City,US,5/22/2021 23:03,26.3798,-98.8203,89.87,46,56,17.58
504,Tokur,RU,5/22/2021 23:04,53.1333,132.9,39.65,98,100,5.08
505,Praia,CV,5/22/2021 23:04,14.9215,-23.5087,72.14,73,75,9.22
506,Martin,US,5/22/2021 23:04,27.0837,-80.4164,79.99,59,85,13.27
507,Anadyr,RU,5/22/2021 23:04,64.75,177.4833,32.14,91,100,2.75
508,Shumskiy,RU,5/22/2021 23:04,54.8318,99.1328,38.66,84,50,2.19
509,Tiznit,MA,5/22/2021 23:04,29.5833,-9.5,73.83,47,63,1.92
510,Zvishavane,ZW,5/22/2021 23:04,-20.3267,30.0665,57.02,92,83,9.08
511,Coolum Beach,AU,5/22/2021 23:04,-26.5333,153.1,68.34,72,14,12.1
512,Petropavl,KZ,5/22/2021 23:04,54.8753,69.1628,58.98,54,99,5.23
513,Manacor,ES,5/22/2021 23:04,39.5696,3.2096,65.34,77,78,10.07
514,New Ulm,US,5/22/2021 23:04,44.3125,-94.4605,86.61,51,1,13.8
515,Lewistown,US,5/22/2021 23:04,40.5992,-77.5714,82.26,1,1,13.8
516,Rypefjord,NO,5/22/2021 23:04,70.6333,23.6667,32.47,69,90,4.61
517,Igarka,RU,5/22/2021 23:04,67.4667,86.5833,35.78,100,100,14.94
518,Sestri Levante,IT,5/22/2021 23:04,44.2732,9.3968,65.21,93,96,1.01
519,Okha,RU,5/22/2021 23:04,53.5739,142.9478,36.95,94,100,4.83
520,Goundam,ML,5/22/2021 23:04,16.4145,-3.6708,93.18,30,29,9.08
521,Sabya,SA,5/22/2021 23:04,17.1495,42.6254,88.07,46,3,3.87
522,Mandalgovi,MN,5/22/2021 23:04,45.7625,106.2708,34.9,50,99,14.52
523,Aleksandrovsk-Sakhalinskiy,RU,5/22/2021 23:04,50.8975,142.1561,53.98,68,5,7.63
524,Lasa,IT,5/22/2021 23:04,46.6166,10.7002,48.36,98,100,1.9
525,Diamantino,BR,5/22/2021 23:02,-14.4086,-56.4461,76.59,79,89,2.84
526,Toamasina,MG,5/22/2021 23:04,-18.1667,49.3833,69.06,86,64,9.37
527,Mundo Nuevo,MX,5/22/2021 23:04,18.7,-95.5,83.16,70,0,14.56
528,Zyryanskoye,RU,5/22/2021 23:04,56.8306,86.6258,44.89,99,78,6.04
529,Peniche,PT,5/22/2021 23:04,39.3558,-9.3811,57.61,64,0,17.58
530,Ponta Delgada,PT,5/22/2021 23:04,37.7333,-25.6667,56.12,67,20,4.61
531,Awbari,LY,5/22/2021 23:04,26.5921,12.7805,86.76,11,2,13.42
532,Sambava,MG,5/22/2021 23:04,-14.2667,50.1667,72.46,81,95,13.35
533,Sawtell,AU,5/22/2021 23:04,-30.3833,153.1,64.42,77,90,10.36
534,Hay River,CA,5/22/2021 23:01,60.8156,-115.7999,66.16,33,96,9.8
535,Vostok,RU,5/22/2021 23:04,46.4856,135.8833,69.19,38,1,0.94
536,Marawi,PH,5/22/2021 23:04,7.9986,124.2928,67.64,84,33,1.61
537,Kungalv,SE,5/22/2021 23:04,57.871,11.9805,50.45,94,98,1.99
538,Ekhabi,RU,5/22/2021 23:04,53.5102,142.9671,37.8,93,100,5.39
539,Ewa Beach,US,5/22/2021 23:02,21.3156,-158.0072,83.01,59,5,15.03
540,Nioro,GM,5/22/2021 23:04,13.35,-15.75,77.81,50,51,9.1
541,Cascais,PT,5/22/2021 23:04,38.6979,-9.4215,57.51,69,11,5.99
542,Gasa,PS,5/22/2021 23:04,31.5,34.4667,67.98,68,10,7.2
543,Windhoek,NA,5/22/2021 23:01,-22.5594,17.0832,58.1,35,0,7
544,Kemijarvi,FI,5/22/2021 23:04,66.7131,27.4306,27.84,91,98,10
545,Santa Maria,BR,5/22/2021 23:04,-29.6842,-53.8069,55.85,70,38,13.76
546,Sorland,NO,5/22/2021 23:04,67.667,12.6934,43.63,75,98,19.91
547,Hamilton,US,5/22/2021 23:03,39.1834,-84.5333,83.64,53,1,1.99
548,Chicama,PE,5/22/2021 22:59,-7.8447,-79.1469,64.94,74,3,8.21
549,Vila Franca Do Campo,PT,5/22/2021 23:04,37.7167,-25.4333,55.81,66,1,5.95
550,Fort Smith,US,5/22/2021 23:04,35.3859,-94.3986,81.25,58,1,1.01
551,Yulara,AU,5/22/2021 23:04,-25.2406,130.9889,57.04,47,100,6.91
552,Te Anau,NZ,5/22/2021 23:04,-45.4167,167.7167,45.59,80,31,0.65
553,Surman,LY,5/22/2021 23:04,32.7567,12.5716,78.1,41,0,8.48
554,Nola,IT,5/22/2021 23:04,40.922,14.5329,68.92,40,100,0.27
555,Port-Gentil,GA,5/22/2021 23:04,-0.7193,8.7815,78.35,84,98,5.23
556,Kohima,IN,5/22/2021 23:04,25.6667,94.1167,63.97,95,10,1.66
557,Gimli,CA,5/22/2021 23:04,50.6336,-96.9907,50.43,70,99,12.19
558,Nagato,JP,5/22/2021 23:04,34.3833,131.2,67.46,72,0,4.72
559,Ojinaga,MX,5/22/2021 23:04,29.5667,-104.4167,95.95,18,1,12.66
560,Troitsko-Pechorsk,RU,5/22/2021 23:04,62.7084,56.1964,50.94,61,18,7.18
561,Biltine,TD,5/22/2021 23:04,14.5333,20.9167,86.65,9,6,11.68
562,Dunda,TZ,5/22/2021 23:04,-8.1167,34.25,58.75,76,6,2.82
563,Kattivakkam,IN,5/22/2021 23:04,13.2167,80.3167,84.07,70,100,7.99
564,Palu,ID,5/22/2021 23:04,-0.8917,119.8707,77.41,92,87,2.59
565,Chlorakas,CY,5/22/2021 23:04,34.8042,32.4083,65.43,73,0,8.48
566,Tarakan,ID,5/22/2021 23:04,3.3,117.6333,76.64,86,98,10.74
567,Poronaysk,RU,5/22/2021 23:04,49.2167,143.1167,46.92,79,50,6.51
568,Brae,GB,5/22/2021 23:04,60.3964,-1.353,40.91,73,87,6.93
569,Xichang,CN,5/22/2021 23:04,27.8964,102.2634,67.87,81,95,4.54
570,Hazorasp,UZ,5/22/2021 23:04,41.3194,61.0742,74.8,18,0,10.04
571,Batemans Bay,AU,5/22/2021 23:04,-35.7167,150.1833,51.91,66,0,3.38
572,Kelheim,DE,5/22/2021 23:01,48.9167,11.8667,51.35,85,78,3.42
573,Saint-Joseph,RE,5/22/2021 23:00,-21.3667,55.6167,69.21,70,61,10.89
